serialnumber,listyear,daterecorded,town,address,assessedvalue,saleamount,salesratio,propertytype,residentialtype,geo_coordinates,:@computed_region_dam5_q64j,:@computed_region_nhmp_cq6b,:@computed_region_m4y2_whse,:@computed_region_snd5_k6zv,nonusecode,remarks,opm_remarks
40091,2004,2004-11-19T00:00:00.000,East Haven,88 GEORGE ST,47830,155000,0.308580645,,,,,,,,,,
40203,2004,2005-01-20T00:00:00.000,East Haven,194 FOXON RD,67720,175000,0.386971429,,,,,,,,,,
40323,2004,2005-04-11T00:00:00.000,East Haven,3 GENE ST,81220,172000,0.472209302,,,,,,,,,,
40442,2004,2005-06-09T00:00:00.000,East Haven,418-432 MAIN ST,467330,1350000,0.34617037,,,"{'type': 'Point', 'coordinates': [-72.87711, 41.28171]}",1044,130,44,7,,,
40565,2004,2005-07-29T00:00:00.000,East Haven,395 SHORT BCH RD,69900,230000,0.303913043,,,,,,,,,,
40677,2004,2005-09-15T00:00:00.000,East Haven,29 WHALERS PT RD,167650,635000,0.264015748,,,,,,,,,,
40111,2004,2004-12-28T00:00:00.000,East Lyme,45 GURLEY RD,73990,85500,0.865380117,,,,,,,,,,
40250,2004,2005-05-05T00:00:00.000,East Lyme,3 DEAN RD,29120,41000,0.710243902,,,,,,,,,,
40394,2004,2005-08-04T00:00:00.000,East Lyme,148 GIANTS NCK RD,83020,250000,0.33208,,,,,,,,,,
40022,2004,2004-11-24T00:00:00.000,Easton,30 MORNING GLORY DR,358850,615000,0.583495935,,,,,,,,,,
40131,2004,2005-08-24T00:00:00.000,Easton,7 BRIANNA LN,627420,1278000,0.490938967,,,,,,,,,,
40174,2004,2005-03-21T00:00:00.000,East Windsor,17 DANIEL DR,79630,172000,0.462965116,,,,,,,,,,
40345,2004,2005-09-02T00:00:00.000,East Windsor,11 SOUTH RD,68380,129900,0.526404927,,,"{'type': 'Point', 'coordinates': [-72.60246, 41.894]}",1041,20,47,1,,,
40121,2004,2005-02-17T00:00:00.000,Ellington,1 ABBOTT RD UT 119,38790,89000,0.435842697,,,"{'type': 'Point', 'coordinates': [-72.49899, 41.87098]}",38,142,48,1,,,
40268,2004,2005-07-06T00:00:00.000,Ellington,133 SANDY BCH RD,38560,115000,0.335304348,,,,,,,,,,
40038,2004,2004-10-18T00:00:00.000,Enfield,18 RIVERVIEW ST,131320,290000,0.452827586,,,"{'type': 'Point', 'coordinates': [-72.59661, 41.97721]}",1041,108,49,1,,,
40166,2004,2004-12-01T00:00:00.000,Enfield,35 DOUGLAS RD,79170,189900,0.416903633,,,,,,,,,,
40287,2004,2005-01-31T00:00:00.000,Enfield,28 BRAINARD RD,53550,145500,0.368041237,,,,,,,,,,
40407,2004,2005-04-01T00:00:00.000,Enfield,60 OAKWOOD ST,99190,200000,0.49595,,,,,,,,,,
40545,2004,2005-05-31T00:00:00.000,Enfield,33 CONNECTICUT AVE,107380,222000,0.483693694,,,,,,,,,,
40668,2004,2005-07-11T00:00:00.000,Enfield,2 LEON ST,78050,174000,0.448563218,,,,,,,,,,
40793,2004,2005-08-29T00:00:00.000,Enfield,128 RAFFIA RD,92820,237000,0.39164557,,,,,,,,,,
40018,2004,2004-11-05T00:00:00.000,Essex,27 S MAIN ST,175400,370000,0.474054054,,,,,,,,,,
40147,2004,2005-06-23T00:00:00.000,Essex,43 MAPLE AVE,297700,765000,0.389150327,,,,,,,,,,
40043,2004,2004-10-12T00:00:00.000,Fairfield,237-239 GREENFIELD ST,168420,340000,0.495352941,,,,,,,,,,
40161,2004,2004-11-16T00:00:00.000,Fairfield,23-25 BLOOMFIELD DR,160300,400000,0.40075,,,"{'type': 'Point', 'coordinates': [-73.23869, 41.18396]}",1040,174,51,2,,,
40278,2004,2004-12-17T00:00:00.000,Fairfield,200 KINGS HWY,49140,165000,0.297818182,,,"{'type': 'Point', 'coordinates': [-73.22635, 41.17526]}",1040,174,51,2,,,
40400,2004,2005-01-28T00:00:00.000,Fairfield,91 BUTTERNUT LN,554330,1238000,0.44776252,,,,,,,,,,
40539,2004,2005-03-21T00:00:00.000,Fairfield,849 KINGS HWY,169050,550000,0.307363636,,,,,,,,,,
40633,2004,2005-04-29T00:00:00.000,Fairfield,43 CATHERINE TER,238420,515000,0.462951456,,,,,,,,,,
40788,2004,2005-06-01T00:00:00.000,Fairfield,1033 BLACK ROCK TPKE,173950,340000,0.511617647,,,,,,,,,,
40906,2004,2005-06-22T00:00:00.000,Fairfield,60 WOODY LN,277620,755000,0.367708609,,,,,,,,,,
41007,2004,2005-07-06T00:00:00.000,Fairfield,840 FLINTLOCK RD,497700,1387500,0.358702703,,,,,,,,,,
41125,2004,2005-07-27T00:00:00.000,Fairfield,4720 CONGRESS ST,474390,920000,0.515641304,,,"{'type': 'Point', 'coordinates': [-73.30401, 41.19761]}",1040,111,51,2,,,
41226,2004,2005-08-17T00:00:00.000,Fairfield,1660 BLACK ROCK TPKE,147420,340000,0.433588235,,,,,,,,,,
41392,2004,2005-09-13T00:00:00.000,Fairfield,675 STILLSON RD,134750,372500,0.361744966,,,,,,,,,,
40037,2004,2004-10-25T00:00:00.000,Farmington,146 FARMINGTON CHASE CRE,102880,214000,0.480747664,,,,,,,,,,
40161,2004,2005-01-07T00:00:00.000,Farmington,13 TUNXIS VLG,118790,220000,0.539954545,,,,,,,,,,
40308,2004,2005-04-18T00:00:00.000,Farmington,7 SERRA DR,254690,444000,0.573626126,,,"{'type': 'Point', 'coordinates': [-72.87413, 41.75481]}",1041,81,52,1,,,
40442,2004,2005-06-17T00:00:00.000,Farmington,20 RIVER RD,117490,143000,0.821608392,,,,,,,,,,
40564,2004,2005-08-01T00:00:00.000,Farmington,27 FARM DR,124360,253000,0.491541502,,,,,,,,,,
40679,2004,2005-09-16T00:00:00.000,Farmington,7 SONGBIRD LN,123790,265000,0.467132075,,,"{'type': 'Point', 'coordinates': [-72.89311, 41.69828]}",1041,254,52,1,,,
40066,2004,2004-11-02T00:00:00.000,Glastonbury,12D BREWSTER RD,34100,85000,0.401176471,,,,,,,,,,
40212,2004,2005-01-03T00:00:00.000,Glastonbury,BROOK ST & 93 FRANCIS DR,192000,345000,0.556521739,,,,,,,,,,
40348,2004,2005-03-14T00:00:00.000,Glastonbury,377 TRYON ST,147800,316500,0.466982622,,,,,,,,,,
40478,2004,2005-05-13T00:00:00.000,Glastonbury,324 FOUNDERS RD,220400,402000,0.548258706,,,,,,,,,,
40602,2004,2005-06-29T00:00:00.000,Glastonbury,38 RAMBLING BRK LN C1,39800,106900,0.372310571,,,,,,,,,,
40713,2004,2005-08-01T00:00:00.000,Glastonbury,520 TALL TIMBERS RD,342700,512500,0.668682927,,,,,,,,,,
40845,2004,2005-09-12T00:00:00.000,Glastonbury,24 CORALBERRY LN,113900,242500,0.469690722,,,"{'type': 'Point', 'coordinates': [-72.59222, 41.72606]}",1041,90,54,1,,,
40076,2004,2005-05-20T00:00:00.000,Goshen,65 PAXTON CT,176570,357500,0.493902098,,,,,,,,,,
40106,2004,2005-01-10T00:00:00.000,Granby,61 HUNT GLN DR,167720,330000,0.508242424,,,"{'type': 'Point', 'coordinates': [-72.78775, 41.93703]}",1041,221,56,1,,,
40234,2004,2005-06-29T00:00:00.000,Granby,2 WINHART DR,141750,291000,0.487113402,,,,,,,,,,
40015,2004,2004-10-06T00:00:00.000,Greenwich,59 HALSEY DR,317940,875000,0.36336,,,,,,,,,,
40127,2004,2004-11-08T00:00:00.000,Greenwich,52 CENTER DR,578760,920000,0.629086957,,,,,,,,,,
40256,2004,2004-12-09T00:00:00.000,Greenwich,6 BENEDICT PL,831250,2600000,0.319711538,,,,,,,,,,
40388,2004,2005-01-18T00:00:00.000,Greenwich,351 PEMBERWICK RD UT 305,336560,760000,0.442842105,,,,,,,,,,
40518,2004,2005-03-01T00:00:00.000,Greenwich,63 BURNING TREE RD,1065680,1975000,0.53958481,,,,,,,,,,
40644,2004,2005-04-07T00:00:00.000,Greenwich,1525 E PUTNAM AVE UT 302,152250,489000,0.311349693,,,,,,,,,,
40768,2004,2005-05-05T00:00:00.000,Greenwich,1465 E PUTNAM AVE UT 325,232330,550000,0.422418182,,,,,,,,,,
40894,2004,2005-06-03T00:00:00.000,Greenwich,3 W END AVE,272440,500000,0.54488,,,,,,,,,,
41023,2004,2005-06-29T00:00:00.000,Greenwich,81 BIBLE ST,273000,688500,0.396514161,,,,,,,,,,
41124,2004,2005-07-21T00:00:00.000,Greenwich,7 HIGHGATE RD,950110,2840000,0.334545775,,,"{'type': 'Point', 'coordinates': [-73.58949, 41.01605]}",1040,83,57,9,,,
41249,2004,2005-08-16T00:00:00.000,Greenwich,4 INTERLAKEN RD,1224580,2225000,0.550373034,,,"{'type': 'Point', 'coordinates': [-73.62091, 41.08889]}",1040,6,57,9,,,
41371,2004,2005-09-15T00:00:00.000,Greenwich,39 ORCHARD PL,235830,940000,0.250882979,,,,,,,,,,
40067,2004,2004-11-24T00:00:00.000,Griswold,15 BURDICK LN,78330,186000,0.421129032,,,,,,,,,,
40185,2004,2005-05-02T00:00:00.000,Griswold,1564 GLASGO RD LT 206,39550,71000,0.557042254,,,,,,,,,,
40305,2004,2005-09-12T00:00:00.000,Griswold,29 ASH ST,78470,228000,0.344166667,,,,,,,,,,
40107,2004,2004-11-05T00:00:00.000,Groton,42 THAMES HT LN,68740,160000,0.429625,,,"{'type': 'Point', 'coordinates': [-72.07775, 41.37931]}",1045,243,59,8,,,
40238,2004,2005-01-31T00:00:00.000,Groton,38 DEERFIELD RDG DR,114030,255000,0.447176471,,,,,,,,,,
40364,2004,2005-04-18T00:00:00.000,Groton,71 LEAFWOOD LN S297,57050,163000,0.35,,,,,,,,,,
40510,2004,2005-06-16T00:00:00.000,Groton,16 LATHAM ST,180740,572500,0.315703057,,,"{'type': 'Point', 'coordinates': [-71.97389, 41.35252]}",1045,135,59,8,,,
40633,2004,2005-07-29T00:00:00.000,Groton,107 FAIRVIEW AVE,67830,219000,0.309726027,,,,,,,,,,
40730,2004,2005-09-27T00:00:00.000,Groton,12-14 ELIZABETH ST,58100,105000,0.553333333,,,"{'type': 'Point', 'coordinates': [-72.02127, 41.3415]}",1045,243,59,8,,,
40109,2004,2004-12-17T00:00:00.000,Guilford,455 STATE ST,174290,374900,0.464897306,,,,,,,,,,
40234,2004,2005-04-11T00:00:00.000,Guilford,186 HALF MILE RD,449210,572000,0.785332168,,,,,,,,,,
40358,2004,2005-06-24T00:00:00.000,Guilford,684 N MADISON RD,162420,315000,0.515619048,,,"{'type': 'Point', 'coordinates': [-72.67488, 41.33472]}",1044,201,60,7,,,
40484,2004,2005-08-26T00:00:00.000,Guilford,72 MOHAWK TRL,75600,152000,0.497368421,,,,,,,,,,
40072,2004,2005-02-24T00:00:00.000,Haddam,150 MCTIGH RD,48930,117500,0.416425532,,,,,,,,,,
40015,2004,2004-10-05T00:00:00.000,Hamden,79 BOWEN ST,77210,150000,0.514733333,,,"{'type': 'Point', 'coordinates': [-72.93787, 41.3379]}",1044,197,62,7,,,
40127,2004,2004-11-12T00:00:00.000,Hamden,205 OBERLIN RD,85890,216000,0.397638889,,,,,,,,,,
40232,2004,2004-12-16T00:00:00.000,Hamden,157 WASHINGTON AVE,87010,203750,0.427042945,,,,,,,,,,
40345,2004,2005-01-21T00:00:00.000,Hamden,12 FURMAN RD,77420,195000,0.397025641,,,"{'type': 'Point', 'coordinates': [-72.94889, 41.34579]}",1044,197,62,7,,,
40467,2004,2005-03-15T00:00:00.000,Hamden,121 OCTOBER HL RD,185850,425000,0.437294118,,,"{'type': 'Point', 'coordinates': [-72.92044, 41.43695]}",1044,100,62,7,,,
40590,2004,2005-04-18T00:00:00.000,Hamden,200 TREADWELL ST UT 211,76370,206400,0.37000969,,,,,,,,,,
40699,2004,2005-05-17T00:00:00.000,Hamden,405 MILL ROCK RD,30450,115000,0.264782609,,,,,,,,,,
40810,2004,2005-06-10T00:00:00.000,Hamden,89 FOREST ST,84350,244000,0.345696721,,,,,,,,,,
47766,2004,2005-07-01T00:00:00.000,Hamden,207 BROOK ST,80990,229000,0.353668122,,,,,,,,,,
49883,2004,2005-08-01T00:00:00.000,Hamden,1376 SHEPARD AVE,111160,290000,0.383310345,,,,,,,,,,
41000,2004,2005-08-26T00:00:00.000,Hamden,3011 WHITNEY AVE,270410,800000,0.3380125,,,"{'type': 'Point', 'coordinates': [-72.8988, 41.4051]}",1044,100,62,7,,,
41115,2004,2005-09-23T00:00:00.000,Hamden,144 HAVERFORD ST,93870,305000,0.307770492,,,,,,,,,,
40044,2004,2004-10-06T00:00:00.000,Hartford,158-160 MARTIN ST,51310,129540,0.396093871,,,,,,,,,,
40182,2004,2004-11-02T00:00:00.000,Hartford,993-995 MAPLE AVE,90160,242000,0.372561983,,,,,,,,,,
40329,2004,2004-11-29T00:00:00.000,Hartford,84 SAINT MONICA AVE,62300,116500,0.534763948,,,"{'type': 'Point', 'coordinates': [-72.66539, 41.79997]}",1041,79,64,1,,,
40469,2004,2004-12-20T00:00:00.000,Hartford,45 HARRISON PL,51590,145000,0.355793103,,,,,,,,,,
40599,2004,2005-01-12T00:00:00.000,Hartford,45 CROWN ST,69230,180200,0.38418424,,,,,,,,,,
40746,2004,2005-02-10T00:00:00.000,Hartford,78 HAMILTON ST,58870,250000,0.23548,,,,,,,,,,
40885,2004,2005-03-08T00:00:00.000,Hartford,215-217 HILLSIDE AVE,66500,210000,0.316666667,,,"{'type': 'Point', 'coordinates': [-72.69832, 41.74654]}",1041,182,64,1,,,
41023,2004,2005-04-07T00:00:00.000,Hartford,20 MAY ST UT L4,4830,22000,0.219545455,,,,,,,,,,
41155,2004,2005-05-03T00:00:00.000,Hartford,31-33 CHAPMAN ST,88830,260000,0.341653846,,,"{'type': 'Point', 'coordinates': [-72.68835, 41.73513]}",1041,8,64,1,,,
41293,2004,2005-05-31T00:00:00.000,Hartford,18-20 ACTON ST,44800,110000,0.407272727,,,,,,,,,,
41437,2004,2005-06-24T00:00:00.000,Hartford,11 BRISTOL ST,55720,156000,0.357179487,,,,,,,,,,
41575,2004,2005-07-20T00:00:00.000,Hartford,651-653 GARDEN ST,63000,222000,0.283783784,,,,,,,,,,
41724,2004,2005-08-12T00:00:00.000,Hartford,289 VICTORIA RD,54040,100000,0.5404,,,,,,,,,,
41850,2004,2005-09-06T00:00:00.000,Hartford,287 COLLINS ST,44100,180000,0.245,,,"{'type': 'Point', 'coordinates': [-72.69555, 41.77368]}",1041,10,64,1,,,
40011,2004,2004-12-07T00:00:00.000,Hartland,48 OLD SKINNER RD,164160,200000,0.8208,,,,,,,,,,
40085,2004,2005-06-24T00:00:00.000,Harwinton,880 HILL RD,189930,335000,0.566955224,,,,,,,,,,
40092,2004,2005-03-02T00:00:00.000,Hebron,40 CONGRESS DR,178040,352000,0.505795455,,,,,,,,,,
40240,2004,2005-09-21T00:00:00.000,Hebron,152 HILLCREST DR,146940,245600,0.598289902,,,"{'type': 'Point', 'coordinates': [-72.33139, 41.61779]}",1045,208,67,1,,,
40120,2004,2005-07-07T00:00:00.000,Kent,7 PHEASANT RUN RD UT2,130300,260000,0.501153846,,,,,,,,,,
40096,2004,2004-12-06T00:00:00.000,Killingly,16 SHAWNEE DR,90890,239900,0.378866194,,,,,,,,,,
40253,2004,2005-04-13T00:00:00.000,Killingly,12 GRIFFITHS ST,62960,148000,0.425405405,,,,,,,,,,
40414,2004,2005-07-29T00:00:00.000,Killingly,12 VEZINA,124260,300000,0.4142,,,,,,,,,,
40024,2004,2004-11-19T00:00:00.000,Killingworth,130 LITTLE CITY RD,160970,285000,0.564807018,,,,,,,,,,
40012,2004,2004-10-15T00:00:00.000,Lebanon,319 LEBANON AVE,183080,330000,0.554787879,,,"{'type': 'Point', 'coordinates': [-72.28435, 41.59798]}",1045,29,71,8,,,
40167,2004,2005-06-09T00:00:00.000,Lebanon,65 LAWRENCE DR,182350,370940,0.491588936,,,,,,,,,,
40055,2004,2004-11-12T00:00:00.000,Ledyard,6 WINDWARD LN,117390,223000,0.526412556,,,,,,,,,,
40196,2004,2005-03-29T00:00:00.000,Ledyard,2 WINFIELD WAY,161770,370000,0.437216216,,,"{'type': 'Point', 'coordinates': [-71.97924, 41.44717]}",1045,66,72,8,,,
40310,2004,2005-06-23T00:00:00.000,Ledyard,6 LEDGEWOOD DR,82530,205000,0.402585366,,,,,,,,,,
40428,2004,2005-09-22T00:00:00.000,Ledyard,7 BREWSTER DR,112210,274000,0.409525547,,,,,,,,,,
40085,2004,2005-03-09T00:00:00.000,Litchfield,126 BEACH ST,232130,382000,0.607670157,,,,,,,,,,
40027,2004,2005-01-11T00:00:00.000,Lyme,0 BEAVER BRK RD,93400,165000,0.566060606,,,,,,,,,,
40091,2004,2004-12-22T00:00:00.000,Madison,398 WARPAS RD,209100,385000,0.543116883,,,,,,,,,,
40222,2004,2005-05-13T00:00:00.000,Madison,17 RIVERSIDE TER,234400,410000,0.571707317,,,,,,,,,,
40325,2004,2005-07-27T00:00:00.000,Madison,123 ST FRANCIS WOODS RD,237500,569900,0.416739779,,,,,,,,,,
40040,2004,2004-10-14T00:00:00.000,Manchester,74 COLUMBUS ST,83500,154500,0.540453074,,,,,,,,,,
40168,2004,2004-11-12T00:00:00.000,Manchester,134 B1 PARK ST,14400,53000,0.271698113,,,,,,,,,,
40302,2004,2004-12-17T00:00:00.000,Manchester,11 BENTLEY DR,140900,292500,0.481709402,,,,,,,,,,
40433,2004,2005-01-31T00:00:00.000,Manchester,64 MCKINLEY ST,70100,145000,0.483448276,,,,,,,,,,
49376,2004,2005-03-02T00:00:00.000,Manchester,85 OLCOTT DR,89700,240000,0.37375,,,,,,,,,,
40498,2004,2005-04-12T00:00:00.000,Manchester,5 NUTMEG DR,172600,314900,0.548110511,,,,,,,,,,
40632,2004,2005-05-25T00:00:00.000,Manchester,24 THOMPSON RD 7F,31500,84000,0.375,,,,,,,,,,
40744,2004,2005-06-20T00:00:00.000,Manchester,46A ESQUIRE DR,59800,125500,0.476494024,,,"{'type': 'Point', 'coordinates': [-72.49501, 41.79666]}",1041,161,77,1,,,
40860,2004,2005-07-12T00:00:00.000,Manchester,72 SEAMAN CIR,58100,147000,0.395238095,,,,,,,,,,
40965,2004,2005-08-01T00:00:00.000,Manchester,905 TOLLAND TPKE,92200,230000,0.400869565,,,,,,,,,,
41128,2004,2005-08-31T00:00:00.000,Manchester,9 5 OAK FRST DR,76500,189500,0.403693931,,,,,,,,,,
41253,2004,2005-09-29T00:00:00.000,Manchester,1208 B1 MIDDLE TPKE W,22200,83500,0.265868263,,,,,,,,,,
40097,2004,2005-05-12T00:00:00.000,Marlborough,FARVIEW RUN LT 29,83740,209000,0.400669856,,,,,,,,,,
40048,2004,2004-10-12T00:00:00.000,Meriden,136 FOURTH ST,114030,178000,0.640617978,,,,,,,,,,
40162,2004,2004-11-03T00:00:00.000,Meriden,4 EASTWOOD CMN,19530,38250,0.510588235,,,,,,,,,,
40285,2004,2004-12-01T00:00:00.000,Meriden,337 HICKS AVE,77980,192000,0.406145833,,,,,,,,,,
40404,2004,2004-12-27T00:00:00.000,Meriden,5 NEWBURY CMNS,42280,126000,0.335555556,,,,,,,,,,
40538,2004,2005-02-01T00:00:00.000,Meriden,166 LEWIS AVE,80080,185000,0.432864865,,,,,,,,,,
40674,2004,2005-03-10T00:00:00.000,Meriden,56 THE PINES,25900,38000,0.681578947,,,,,,,,,,
40799,2004,2005-04-08T00:00:00.000,Meriden,569 E MAIN ST,79590,220000,0.361772727,,,,,,,,,,
40933,2004,2005-05-10T00:00:00.000,Meriden,56 SILVER ST,63910,164900,0.387568223,,,,,,,,,,
41075,2004,2005-06-07T00:00:00.000,Meriden,6006 MEETINGHOUSE VLG,48510,135000,0.359333333,,,,,,,,,,
41175,2004,2005-06-29T00:00:00.000,Meriden,19 OREGON AVE,75320,199900,0.376788394,,,"{'type': 'Point', 'coordinates': [-72.82022, 41.52942]}",1044,226,80,7,,,
41304,2004,2005-07-22T00:00:00.000,Meriden,142 CARTER AVE EXT,65170,178000,0.366123596,,,"{'type': 'Point', 'coordinates': [-72.81292, 41.53013]}",1044,226,80,7,,,
41437,2004,2005-08-18T00:00:00.000,Meriden,80 VIEW ST,77280,198000,0.39030303,,,,,,,,,,
41554,2004,2005-09-14T00:00:00.000,Meriden,302-304 CENTER ST,110390,210000,0.525666667,,,"{'type': 'Point', 'coordinates': [-72.79369, 41.54219]}",1044,199,80,7,,,
40037,2004,2005-01-05T00:00:00.000,Middlebury,818 LONGMEADOW RD,101920,208500,0.48882494,,,,,,,,,,
40025,2004,2005-01-28T00:00:00.000,Middlefield,198 ROSS RD,113500,260000,0.436538462,,,,,,,,,,
40063,2004,2004-10-21T00:00:00.000,Middletown,163A5 CYNTHIA LN,61070,129000,0.473410853,,,,,,,,,,
40195,2004,2004-12-07T00:00:00.000,Middletown,369 PINE ST,222850,570000,0.390964912,,,,,,,,,,
40317,2004,2005-01-25T00:00:00.000,Middletown,267 OLD FARMS W,306510,505000,0.606950495,,,,,,,,,,
40429,2004,2005-03-08T00:00:00.000,Middletown,LISA LN,609630,1360000,0.448257353,,,,,,,,,,
40550,2004,2005-04-12T00:00:00.000,Middletown,249 BURGUNDY HL LN,22650,60000,0.3775,,,,,,,,,,
40670,2004,2005-05-25T00:00:00.000,Middletown,6 5 COUNTRYSIDE LN,68330,143000,0.477832168,,,,,,,,,,
40791,2004,2005-06-29T00:00:00.000,Middletown,641 RIDGE RD,93360,180000,0.518666667,,,"{'type': 'Point', 'coordinates': [-72.64167, 41.53157]}",1043,236,83,3,,,
40909,2004,2005-08-01T00:00:00.000,Middletown,839A LONG HL RD,94680,205000,0.461853659,,,,,,,,,,
41046,2004,2005-09-13T00:00:00.000,Middletown,3 HEATHER SQ,53890,129900,0.414857583,,,,,,,,,,
40064,2004,2004-10-18T00:00:00.000,Milford,85 ESSEX DR,126980,368000,0.345054348,,,,,,,,,,
40187,2004,2004-11-19T00:00:00.000,Milford,159 KINGS HWY,39970,147000,0.271904762,,,"{'type': 'Point', 'coordinates': [-72.99611, 41.22416]}",1044,193,84,7,,,
40314,2004,2004-12-20T00:00:00.000,Milford,34 LILAC LN,114030,332500,0.342947368,,,,,,,,,,
40461,2004,2005-02-04T00:00:00.000,Milford,25 ROBERT ST,89180,219000,0.407214612,,,,,,,,,,
40579,2004,2005-03-22T00:00:00.000,Milford,19 DIXON ST UT 15,74900,230000,0.325652174,,,"{'type': 'Point', 'coordinates': [-72.99366, 41.22631]}",1044,193,84,7,,,
40709,2004,2005-04-29T00:00:00.000,Milford,10 CLAUDIA DR,181650,520000,0.349326923,,,,,,,,,,
40822,2004,2005-05-31T00:00:00.000,Milford,6 RITA LN,139090,399000,0.348596491,,,,,,,,,,
40943,2004,2005-06-29T00:00:00.000,Milford,4 SHARON CT,89810,219000,0.410091324,,,"{'type': 'Point', 'coordinates': [-73.0767, 41.21659]}",1044,28,84,7,,,
41074,2004,2005-07-25T00:00:00.000,Milford,23 USHER ST,182210,800000,0.2277625,,,,,,,,,,
41219,2004,2005-08-25T00:00:00.000,Milford,189 ROGERS AVE,170310,840000,0.20275,,,,,,,,,,
41382,2004,2005-09-26T00:00:00.000,Milford,1070 NEW HVN AVE U76,42910,160000,0.2681875,,,,,,,,,,
40093,2004,2004-12-15T00:00:00.000,Monroe,20 STONEHEDGE LN,410270,720000,0.569819444,,,"{'type': 'Point', 'coordinates': [-73.20382, 41.34704]}",1040,3,85,2,,,
40215,2004,2005-04-27T00:00:00.000,Monroe,177 FLINT RDG,362320,610000,0.593967213,,,,,,,,,,
40332,2004,2005-07-01T00:00:00.000,Monroe,17 DRIFTWOOD RD,277830,560000,0.496125,,,,,,,,,,
40002,2004,2004-10-01T00:00:00.000,Montville,80 FIELDING DR,32410,50000,0.6482,,,,,,,,,,
40176,2004,2005-01-19T00:00:00.000,Montville,78 PINK ROW,7340,35000,0.209714286,,,,,,,,,,
40323,2004,2005-06-01T00:00:00.000,Montville,36 VIRGINIA CT,64700,171000,0.378362573,,,,,,,,,,
40472,2004,2005-09-27T00:00:00.000,Montville,12 MARYLAND RD,27020,80000,0.33775,,,"{'type': 'Point', 'coordinates': [-72.19223, 41.47392]}",1045,13,86,8,,,
40121,2004,2004-11-17T00:00:00.000,Naugatuck,23 FAIRFIELD CT,152250,279000,0.545698925,,,,,,,,,,
40263,2004,2005-01-04T00:00:00.000,Naugatuck,152 CHERRY ST,90740,206000,0.440485437,,,,,,,,,,
40394,2004,2005-03-22T00:00:00.000,Naugatuck,237 BLUEBIRD DR,107860,222900,0.483894123,,,,,,,,,,
40511,2004,2005-05-10T00:00:00.000,Naugatuck,51 4E BROOK ST,60050,131000,0.458396947,,,,,,,,,,
40634,2004,2005-06-30T00:00:00.000,Naugatuck,73 DEBBIE LN,127530,255000,0.500117647,,,,,,,,,,
40771,2004,2005-08-16T00:00:00.000,Naugatuck,MAY ST LT 114,43650,120000,0.36375,,,,,,,,,,
40011,2004,2004-10-01T00:00:00.000,New Britain,49 CEDAR ST,235550,525000,0.448666667,,,,,,,,,,
40120,2004,2004-10-28T00:00:00.000,New Britain,66 TUNXIS ST,90720,169900,0.533961154,,,,,,,,,,
40242,2004,2004-11-22T00:00:00.000,New Britain,92 EASTWICK RD,70280,140000,0.502,,,,,,,,,,
40365,2004,2004-12-17T00:00:00.000,New Britain,71 PINEHURST AVE,82880,179900,0.460700389,,,,,,,,,,
40502,2004,2005-01-24T00:00:00.000,New Britain,403 HIGH ST,91770,165000,0.556181818,,,"{'type': 'Point', 'coordinates': [-72.78766, 41.67856]}",1041,17,89,1,,,
40620,2004,2005-02-28T00:00:00.000,New Britain,46 VICTORIA RD,79660,182000,0.437692308,,,,,,,,,,
40755,2004,2005-04-01T00:00:00.000,New Britain,199 HILLCREST AVE,87220,150000,0.581466667,,,,,,,,,,
40868,2004,2005-04-29T00:00:00.000,New Britain,29 HILLCREST AVE,77560,160000,0.48475,,,"{'type': 'Point', 'coordinates': [-72.76687, 41.68535]}",1041,110,89,1,,,
40992,2004,2005-05-27T00:00:00.000,New Britain,566 EAST ST,96040,220000,0.436545455,,,,,,,,,,
41101,2004,2005-06-16T00:00:00.000,New Britain,36 LINCOLN ST,325430,850000,0.382858824,,,,,,,,,,
41224,2004,2005-07-06T00:00:00.000,New Britain,30 SCHULTZ ST,65730,129000,0.509534884,,,"{'type': 'Point', 'coordinates': [-72.76727, 41.65948]}",1041,17,89,1,,,
41346,2004,2005-08-02T00:00:00.000,New Britain,540 S MAIN ST,95130,180000,0.5285,,,,,,,,,,
41476,2004,2005-08-31T00:00:00.000,New Britain,239 1D GLEN ST,33320,93000,0.35827957,,,,,,,,,,
49563,2004,2005-09-22T00:00:00.000,New Britain,38 ROCKWELL AVE &,381360,1075000,0.354753488,,,,,,,,,,
40064,2004,2004-12-01T00:00:00.000,New Canaan,205 MAIN ST 21,407000,676000,0.602071006,,,,,,,,,,
40182,2004,2005-03-10T00:00:00.000,New Canaan,202 GERDES RD,536900,1235000,0.434736842,,,,,,,,,,
40291,2004,2005-06-01T00:00:00.000,New Canaan,15 OLD NORWALK RD,465900,860000,0.541744186,,,,,,,,,,
40409,2004,2005-08-03T00:00:00.000,New Canaan,90 PARADE HL RD,244400,409000,0.597555012,,,,,,,,,,
40027,2004,2004-11-30T00:00:00.000,New Hartford,2 WOODCOCK LN,129290,202000,0.640049505,,,,,,,,,,
40150,2004,2005-08-04T00:00:00.000,New Hartford,284 CEDAR LN,144900,255000,0.568235294,,,,,,,,,,
40087,2004,2004-10-12T00:00:00.000,New Haven,14 VICTORY DR,41930,115000,0.364608696,,,,,,,,,,
